,fuken_id,station_name,station_name_kana,station_id
静岡,50,浜松,ハママツ,47654
静岡,50,掛川,カケガワ,989
静岡,50,菊川牧之原,キクガワマキノハラ,1335
静岡,50,静岡空港,シズオカクウコウ,1601
静岡,50,松崎,マツザキ,456
静岡,50,稲取,イナトリ,457
静岡,50,磐田,イワタ,1244
静岡,50,御前崎,オマエザキ,47655
静岡,50,石廊崎,イロウザキ,47666
愛知,51,一宮,イチノミヤ,460
愛知,51,愛西,アイサイ,1346
愛知,51,小原,オバラ,1166
愛知,51,稲武,イナブ,982
愛知,51,茶臼山,チャウスヤマ,462
愛知,51,蟹江,カニエ,983
愛知,51,名古屋,ナゴヤ,47636
愛知,51,豊田,トヨタ,464
愛知,51,東海,トウカイ,465
愛知,51,阿蔵,アゾウ,1576
愛知,51,岡崎,オカザキ,467
愛知,51,作手,ツクデ,468
愛知,51,新城,シンシロ,1541
愛知,51,セントレア,セントレア,1555
愛知,51,一色,イッシキ,469
愛知,51,蒲郡,ガマゴオリ,1344
愛知,51,南知多,ミナミチタ,984
愛知,51,豊橋,トヨハシ,470
愛知,51,伊良湖,イラコ,47653
愛知,51,田原,タハラ,472
岐阜,52,河合,カワイ,1308
岐阜,52,神岡,カミオカ,473
岐阜,52,白川,シラカワ,1306
岐阜,52,栃尾,トチオ,1061
岐阜,52,御母衣,ミボロ,1387
岐阜,52,清見,キヨミ,1437
岐阜,52,高山,タカヤマ,47617
岐阜,52,丹生川,ニュウカワ,1438
岐阜,52,ひるがの,ヒルガノ,1436
岐阜,52,六厩,ムマヤ,1305
岐阜,52,船山,フナヤマ,480
岐阜,52,宮之前,ミヤノマエ,1311
岐阜,52,長滝,ナガタキ,1299
岐阜,52,萩原,ハギワラ,483
岐阜,52,関市板取,セキシイタドリ,1577
岐阜,52,八幡,ハチマン,485
岐阜,52,宮地,ミヤジ,1066
岐阜,52,樽見,タルミ,486
岐阜,52,金山,カナヤマ,487
岐阜,52,付知,ツケチ,1384
岐阜,52,美濃,ミノ,1057
岐阜,52,伽藍,ガラン,490
岐阜,52,黒川,クロカワ,1313
岐阜,52,揖斐川,イビガワ,1301
岐阜,52,美濃加茂,ミノカモ,491
岐阜,52,恵那,エナ,493
岐阜,52,中津川,ナカツガワ,494
岐阜,52,関ケ原,セキガハラ,495
岐阜,52,大垣,オオガキ,496
岐阜,52,岐阜,ギフ,47632
岐阜,52,多治見,タジミ,1058
岐阜,52,上石津,カミイシヅ,1059
三重,53,北勢,ホクセイ,499
三重,53,桑名,クワナ,500
三重,53,四日市,ヨッカイチ,47684
三重,53,亀山,カメヤマ,503
三重,53,上野,ウエノ,47649
三重,53,笠取山,カサトリヤマ,505
三重,53,津,ツ,47651
三重,53,名張,ナバリ,507
三重,53,白山,ハクサン,1356
三重,53,小俣,オバタ,509
三重,53,粥見,カユミ,510
三重,53,鳥羽,トバ,1230
三重,53,藤坂峠,フジサカトウゲ,511
三重,53,南伊勢,ミナミイセ,1258
三重,53,阿児,アゴ,1381
三重,53,宮川,ミヤガワ,1255
三重,53,紀伊長島,キイナガシマ,1349
三重,53,尾鷲,オワセ,47663
三重,53,熊野新鹿,クマノアタシカ,1532
三重,53,御浜,ミハマ,1423
新潟,54,粟島,アワシマ,995
新潟,54,弾崎,ハジキザキ,1315
新潟,54,高根,タカネ,1256
新潟,54,村上,ムラカミ,515
新潟,54,三面,ミオモテ,1369
新潟,54,相川,アイカワ,47602
新潟,54,両津,リョウツ,518
新潟,54,秋津,アキツ,1514
新潟,54,中条,ナカジョウ,1318
新潟,54,下関,シモセキ,1060
新潟,54,新潟,ニイガタ,47604
新潟,54,新潟,ニイガタ,47604
新潟,54,松浜,マツハマ,1469
新潟,54,羽茂,ハモチ,996
新潟,54,新津,ニイツ,521
新潟,54,赤谷,アカダニ,1111
新潟,54,巻,マキ,522
新潟,54,寺泊,テラドマリ,524
新潟,54,三条,サンジョウ,525
新潟,54,村松,ムラマツ,526
新潟,54,津川,ツガワ,527
新潟,54,宮寄上,ミヤヨリカミ,1398
新潟,54,室谷,ムロヤ,1444
新潟,54,長岡,ナガオカ,529
新潟,54,栃尾,トチオ,530
新潟,54,柏崎,カシワザキ,532
新潟,54,入広瀬,イリヒロセ,997
新潟,54,大潟,オオガタ,1302
新潟,54,小国,オグニ,1154
新潟,54,小出,コイデ,534
新潟,54,大湯,オオユ,1370
新潟,54,高田,タカダ,47612
新潟,54,安塚,ヤスヅカ,536
新潟,54,川谷,カワダニ,1426
新潟,54,松代,マツダイ,1155
新潟,54,十日町,トオカマチ,537
新潟,54,糸魚川,イトイガワ,539
新潟,54,能生,ノウ,540
新潟,54,筒方,ドウガタ,1427
新潟,54,塩沢,シオザワ,1395
新潟,54,関山,セキヤマ,998
新潟,54,津南,ツナン,543
新潟,54,湯沢,ユザワ,544
新潟,54,平岩,ヒライワ,1297
新潟,54,樽本,タルモト,1424
富山,55,泊,トマリ,546
富山,55,氷見,ヒミ,1309
富山,55,魚津,ウオヅ,547
富山,55,宇奈月,ウナヅキ,1412
富山,55,伏木,フシキ,47606
富山,55,富山,トヤマ,47607
富山,55,砺波,トナミ,552
富山,55,秋ヶ島,アキガシマ,1533
富山,55,大山,オオヤマ,1414
富山,55,上市,カミイチ,553
富山,55,南砺高宮,ナントタカミヤ,554
富山,55,八尾,ヤツオ,555
富山,55,立山芦峅,タテヤマアシクラ,1621
富山,55,五箇山,ゴカヤマ,1553
富山,55,猪谷,イノタニ,1455
石川,56,珠洲,スズ,560
石川,56,輪島,ワジマ,47600
石川,56,門前,モンゼン,562
石川,56,三井,ミイ,1544
石川,56,志賀,シカ,564
石川,56,七尾,ナナオ,565
石川,56,羽咋,ハクイ,566
石川,56,かほく,カホク,567
石川,56,宝達志水,ホウダツシミズ,1545
石川,56,金沢,カナザワ,47605
石川,56,医王山,イオウゼン,570
石川,56,小松,コマツ,1324
石川,56,白山吉野,ハクサンヨシノ,973
石川,56,栢野,カヤノ,571
石川,56,白山白峰,ハクサンシラミネ,1171
福井,57,三国,ミクニ,1071
福井,57,春江,ハルエ,1537
福井,57,越廼,コシノ,1316
福井,57,福井,フクイ,47616
福井,57,美山,ミヤマ,974
福井,57,勝山,カツヤマ,1226
福井,57,武生,タケフ,1565
福井,57,大野,オオノ,573
福井,57,九頭竜,クズリュウ,1382
福井,57,今庄,イマジョウ,577
福井,57,敦賀,ツルガ,47631
福井,57,美浜,ミハマ,1010
福井,57,大飯,オオイ,1454
福井,57,小浜,オバマ,579
滋賀,60,柳ケ瀬,ヤナガセ,1087
滋賀,60,今津,イマヅ,580
滋賀,60,長浜,ナガハマ,976
滋賀,60,朽木平良,クツキヘラ,1578
滋賀,60,米原,マイバラ,1524
滋賀,60,南小松,ミナミコマツ,1083
滋賀,60,彦根,ヒコネ,47761
滋賀,60,近江八幡,オウミハチマン,584
滋賀,60,東近江,ヒガシオウミ,963
滋賀,60,大津,オオツ,586
滋賀,60,信楽,シガラキ,964
滋賀,60,土山,ツチヤマ,587
京都,61,間人,タイザ,965
京都,61,峰山,ミネヤマ,588
京都,61,宮津,ミヤヅ,589
京都,61,舞鶴,マイヅル,47750
京都,61,三岳,ミタケ,1379
京都,61,故屋岡,コヤオカ,1160
京都,61,福知山,フクチヤマ,593
京都,61,綾部,アヤベ,1380
京都,61,三和,ミワ,1383
京都,61,本庄,ホンジョウ,966
京都,61,美山,ミヤマ,1303
京都,61,須知,シュウチ,1378
京都,61,園部,ソノベ,596
京都,61,京北,ケイホク,928
京都,61,京都,キョウト,47759
京都,61,京都,キョウト,47759
京都,61,長岡京,ナガオカキョウ,1025
京都,61,京田辺,キョウタナベ,598
大阪,62,能勢,ノセ,600
大阪,62,茨木,イバラキ,1602
大阪,62,枚方,ヒラカタ,1065
大阪,62,豊中,トヨナカ,602
大阪,62,大阪,オオサカ,47772
大阪,62,大阪,オオサカ,47772
大阪,62,生駒山,イコマヤマ,604
大阪,62,堺,サカイ,1062
大阪,62,八尾,ヤオ,1470
大阪,62,関空島,カンクウジマ,1471
大阪,62,河内長野,カワチナガノ,605
大阪,62,熊取,クマトリ,606
兵庫,63,香住,カスミ,607
兵庫,63,温泉,オンセン,608
兵庫,63,豊岡,トヨオカ,47747
兵庫,63,兎和野高原,ウワノコウゲン,977
兵庫,63,大屋,オオヤ,967
兵庫,63,八鹿,ヨウカ,611
兵庫,63,和田山,ワダヤマ,612
兵庫,63,生野,イクノ,613
兵庫,63,柏原,カイバラ,614
兵庫,63,佐用,サヨウ,617
兵庫,63,一宮,イチノミヤ,615
兵庫,63,福崎,フクサキ,968
兵庫,63,西脇,ニシワキ,956
兵庫,63,後川,シツカワ,618
兵庫,63,上郡,カミゴオリ,619
兵庫,63,姫路,ヒメジ,47769
兵庫,63,三田,サンダ,969
兵庫,63,三木,ミキ,1227
兵庫,63,西宮,ニシノミヤ,1588
兵庫,63,家島,イエシマ,624
兵庫,63,明石,アカシ,625
兵庫,63,神戸空港,コウベクウコウ,1587
兵庫,63,神戸,コウベ,47770
兵庫,63,神戸,コウベ,47770
兵庫,63,郡家,グンゲ,970
兵庫,63,洲本,スモト,47776
兵庫,63,南淡,ナンダン,1337
奈良,64,奈良,ナラ,47780
奈良,64,針,ハリ,630
奈良,64,田原本,タワラモト,631
奈良,64,曽爾,ソニ,632
奈良,64,葛城,カツラギ,1376
奈良,64,大宇陀,オオウダ,633
奈良,64,五條,ゴジョウ,635
奈良,64,吉野,ヨシノ,1439
奈良,64,天川,テンカワ,1619
奈良,64,上北山,カミキタヤマ,957
奈良,64,風屋,カゼヤ,1228
奈良,64,玉置山,タマキヤマ,641
和歌山,65,葛城山,カツラギサン,642
和歌山,65,かつらぎ,カツラギ,1342
和歌山,65,友ケ島,トモガシマ,1457
和歌山,65,和歌山,ワカヤマ,47777
和歌山,65,高野山,コウヤサン,645
和歌山,65,湯浅,ユアサ,978
和歌山,65,清水,シミズ,1063
和歌山,65,護摩壇山,ゴマダンザン,646
和歌山,65,龍神,リュウジン,1089
和歌山,65,川辺,カワベ,1485
和歌山,65,本宮,ホングウ,1074
和歌山,65,栗栖川,クリスガワ,971
和歌山,65,新宮,シングウ,649
和歌山,65,南紀白浜,ナンキシラハマ,1589
和歌山,65,西川,ニシカワ,1347
和歌山,65,色川,イロカワ,1172
和歌山,65,日置川,ヒキガワ,651
和歌山,65,潮岬,シオノミサキ,47778
岡山,66,上長田,カミナガタ,1328
岡山,66,恩原,オンバラ,1371
岡山,66,千屋,チヤ,1330
岡山,66,富,トミ,1584
岡山,66,奈義,ナギ,1140
岡山,66,今岡,イマオカ,655
岡山,66,久世,クセ,656
岡山,66,津山,ツヤマ,47756
岡山,66,新見,ニイミ,658
岡山,66,下呰部,シモアザエ,929
岡山,66,旭西,アサヒニシ,1618
岡山,66,赤磐,アカイワ,660
岡山,66,陣山,ジンヤマ,661
岡山,66,吉備中央,キビチュウオウ,1585
岡山,66,福渡,フクワタリ,663
岡山,66,和気,ワケ,664
岡山,66,高梁,タカハシ,930
岡山,66,日応寺,ニチオウジ,1531
岡山,66,佐屋,サヤ,665
岡山,66,矢掛,ヤカゲ,666
岡山,66,岡山,オカヤマ,47768
岡山,66,虫明,ムシアゲ,668
岡山,66,倉敷,クラシキ,669
岡山,66,笠岡,カサオカ,919
岡山,66,玉野,タマノ,670
広島,67,高野,タカノ,947
広島,67,道後山,ドウゴヤマ,671
広島,67,君田,キミタ,1582
広島,67,三次,ミヨシ,674
広島,67,庄原,ショウバラ,675
広島,67,東城,トウジョウ,948
広島,67,八幡,ヤワタ,1262
広島,67,大朝,オオアサ,676
広島,67,美土里,ミドリ,1583
広島,67,油木,ユキ,1325
広島,67,王泊,オオドマリ,1257
広島,67,加計,カケ,677
広島,67,都志見,ツシミ,1579
広島,67,甲田,コウダ,949
広島,67,上下,ジョウゲ,679
広島,67,内黒山,ウチグロヤマ,680
広島,67,三入,ミイリ,950
広島,67,安宿,アスカ,1603
広島,67,世羅,セラ,681
広島,67,府中,フチュウ,951
広島,67,佐伯湯来,サエキユキ,1575
広島,67,志和,シワ,1163
広島,67,東広島,ヒガシヒロシマ,683
広島,67,本郷,ホンゴウ,1472
広島,67,福山,フクヤマ,47767
広島,67,廿日市津田,ハツカイチツタ,1326
広島,67,広島,ヒロシマ,47765
広島,67,竹原,タケハラ,686
広島,67,生口島,イクチジマ,687
広島,67,大竹,オオタケ,688
広島,67,呉,クレ,47766
広島,67,倉橋,クラハシ,690
広島,67,呉市蒲刈,クレシカマガリ,1606
島根,68,西郷,サイゴウ,47740
島根,68,西郷岬,サイゴウミサキ,1473
島根,68,海士,アマ,1307
島根,68,鹿島,カシマ,693
島根,68,斐川,ヒカワ,694
島根,68,松江,マツエ,47741
島根,68,出雲,イズモ,1310
島根,68,大東,ダイトウ,696
島根,68,伯太,ハクタ,1095
島根,68,佐田,サダ,954
島根,68,大田,オオダ,697
島根,68,掛合,カケヤ,698
島根,68,横田,ヨコタ,699
島根,68,福光,フクミツ,1336
島根,68,赤名,アカナ,1320
島根,68,桜江,サクラエ,1093
島根,68,川本,カワモト,701
島根,68,浜田,ハマダ,47755
島根,68,瑞穂,ミズホ,1094
島根,68,三隅,ミスミ,703
島根,68,弥栄,ヤサカ,1321
島根,68,波佐,ハザ,1175
島根,68,高津,タカツ,1474
島根,68,益田,マスダ,704
島根,68,匹見,ヒキミ,1176
島根,68,津和野,ツワノ,707
島根,68,吉賀,ヨシカ,1592
鳥取,69,境,サカイ,47742
鳥取,69,塩津,シオツ,1231
鳥取,69,青谷,アオヤ,709
鳥取,69,湖山,コヤマ,1519
鳥取,69,岩井,イワイ,711
鳥取,69,米子,ヨナゴ,47744
鳥取,69,倉吉,クラヨシ,713
鳥取,69,鹿野,シカノ,1391
鳥取,69,鳥取,トットリ,47746
鳥取,69,大山,ダイセン,716
鳥取,69,関金,セキガネ,1177
鳥取,69,佐治,サジ,1385
鳥取,69,若桜,ワカサ,1178
鳥取,69,江尾,エビ,1389
鳥取,69,智頭,チズ,718
鳥取,69,茶屋,チャヤ,1304
徳島,71,池田,イケダ,720
徳島,71,穴吹,アナブキ,972
徳島,71,徳島,トクシマ,47895
徳島,71,半田,ハンダ,1327
徳島,71,京上,キョウジョウ,1252
徳島,71,福原旭,フクハラアサヒ,1098
徳島,71,蒲生田,ガモウダ,1242
徳島,71,木頭,キトウ,1352
徳島,71,日和佐,ヒワサ,724
徳島,71,海陽,カイヨウ,1604
香川,72,内海,ウチノミ,726
香川,72,高松,タカマツ,47891
香川,72,多度津,タドツ,47890
香川,72,滝宮,タキノミヤ,729
香川,72,香南,コウナン,1475
香川,72,引田,ヒケタ,730
香川,72,財田,サイタ,1239
徳島,71,竜王山,リュウオウザン,731
愛媛,73,大三島,オオミシマ,732
愛媛,73,玉川,タマガワ,733
愛媛,73,今治,イマバリ,1077
愛媛,73,西条,サイジョウ,958
愛媛,73,新居浜,ニイハマ,734
愛媛,73,四国中央,シコクチュウオウ,735
愛媛,73,富郷,トミサト,1260
愛媛,73,松山,マツヤマ,47887
愛媛,73,松山,マツヤマ,47887
愛媛,73,松山南吉田,マツヤマミナミヨシダ,1521
愛媛,73,上林,カミハヤシ,737
愛媛,73,成就社,ジョウジュシャ,738
愛媛,73,長浜,ナガハマ,739
愛媛,73,中山,ナカヤマ,740
愛媛,73,久万,クマ,741
愛媛,73,大洲,オオズ,959
愛媛,73,獅子越峠,シシゴエトウゲ,742
愛媛,73,瀬戸,セト,1456
愛媛,73,八幡浜,ヤワタハマ,743
愛媛,73,宇和,ウワ,961
愛媛,73,宇和島,ウワジマ,47892
愛媛,73,近永,チカナガ,1350
愛媛,73,御荘,ミショウ,745
高知,74,本川,ホンガワ,1351
高知,74,本山,モトヤマ,746
高知,74,池川,イケガワ,1179
高知,74,繁藤,シゲトウ,747
高知,74,大栃,オオドチ,1229
高知,74,魚梁瀬,ヤナセ,1281
高知,74,佐川,サカワ,748
高知,74,高知,コウチ,47893
高知,74,後免,ゴメン,1249
高知,74,南国日章,ナンコクニッショウ,1476
高知,74,船戸,フナト,754
高知,74,鳥形山,トリガタヤマ,753
高知,74,安芸,アキ,755
高知,74,田野,タノ,955
高知,74,梼原,ユスハラ,921
高知,74,須崎,スサキ,756
高知,74,佐喜浜,サキハマ,757
高知,74,窪川,クボカワ,758
高知,74,室戸岬,ムロトミサキ,47899
高知,74,室戸岬,ムロトミサキ,47899
高知,74,江川崎,エカワサキ,1235
高知,74,大正,タイショウ,761
高知,74,佐賀,サガ,1233
高知,74,宿毛,スクモ,47897
高知,74,中村,ナカムラ,763
高知,74,三崎,ミサキ,1556
高知,74,清水,シミズ,47898
山口,81,須佐,スサ,765
山口,81,萩,ハギ,47754
山口,81,油谷,ユヤ,939
山口,81,篠生,シノブ,1367
山口,81,徳佐,トクサ,767
山口,81,羅漢山,ラカンザン,1100
山口,81,秋吉台,アキヨシダイ,769
山口,81,鹿野,カノ,1614
山口,81,広瀬,ヒロセ,771
山口,81,豊田,トヨタ,772
山口,81,東厚保,ヒガシアツ,1620
山口,81,山口,ヤマグチ,47784
山口,81,和田,ワダ,1261
山口,81,岩国,イワクニ,940
山口,81,防府,ホウフ,775
山口,81,下松,クダマツ,776
山口,81,玖珂,クガ,913
山口,81,下関,シモノセキ,47762
山口,81,下関,シモノセキ,47762
山口,81,宇部,ウベ,778
山口,81,柳井,ヤナイ,942
山口,81,安下庄,アゲノショウ,779
福岡,82,宗像,ムナカタ,943
福岡,82,八幡,ヤハタ,780
福岡,82,空港北町,クウコウキタマチ,1590
福岡,82,行橋,ユクハシ,782
福岡,82,飯塚,イイヅカ,47809
福岡,82,前原,マエバル,785
福岡,82,福岡,フクオカ,47807
福岡,82,福岡,フクオカ,47807
福岡,82,博多,ハカタ,1477
福岡,82,太宰府,ダザイフ,1141
福岡,82,添田,ソエダ,1046
福岡,82,早良脇山,サワラワキヤマ,1611
福岡,82,朝倉,アサクラ,788
福岡,82,英彦山,ヒコサン,789
福岡,82,久留米,クルメ,790
福岡,82,耳納山,ミノウサン,791
福岡,82,黒木,クロギ,792
福岡,82,柳川,ヤナガワ,945
福岡,82,大牟田,オオムタ,793
大分,83,国見,クニミ,1137
大分,83,中津,ナカツ,794
大分,83,豊後高田,ブンゴタカダ,795
大分,83,耶馬渓,ヤバケイ,979
大分,83,院内,インナイ,931
大分,83,杵築,キツキ,1237
大分,83,武蔵,ムサシ,796
大分,83,日田,ヒタ,47814
大分,83,玖珠,クス,932
大分,83,湯布院,ユフイン,799
大分,83,大分,オオイタ,47815
大分,83,佐賀関,サガノセキ,801
大分,83,椿ヶ鼻,ツバキガハナ,1554
大分,83,臼杵,ウスキ,933
大分,83,犬飼,イヌカイ,805
大分,83,竹田,タケタ,806
大分,83,佐伯,サイキ,808
大分,83,宇目,ウメ,1142
大分,83,蒲江,カマエ,810
長崎,84,鰐浦,ワニウラ,1453
長崎,84,厳原,イヅハラ,47800
長崎,84,美津島,ミツシマ,1538
長崎,84,芦辺,アシベ,1144
長崎,84,石田,イシダ,1478
長崎,84,平戸,ヒラド,47805
長崎,84,松浦,マツウラ,814
長崎,84,小値賀,オヂカ,1535
長崎,84,佐世保,サセボ,47812
長崎,84,頭ヶ島,カシラガシマ,1536
長崎,84,有川,アリカワ,1138
長崎,84,大瀬戸,オオセト,817
長崎,84,長浦岳,ナガウラダケ,818
長崎,84,大村,オオムラ,1084
長崎,84,諫早,イサハヤ,820
長崎,84,長崎,ナガサキ,47817
長崎,84,雲仙岳,ウンゼンダケ,47818
長崎,84,雲仙岳,ウンゼンダケ,47818
長崎,84,島原,シマバラ,962
長崎,84,福江,フクエ,47843
長崎,84,上大津,カミオオヅ,1479
長崎,84,口之津,クチノツ,922
長崎,84,野母崎,ノモザキ,1441
佐賀,85,唐津,カラツ,1610
佐賀,85,北山,ホクザン,1616
佐賀,85,鳥栖,トス,1612
佐賀,85,伊万里,イマリ,1075
佐賀,85,佐賀,サガ,47813
佐賀,85,嬉野,ウレシノ,830
佐賀,85,白石,シロイシ,829
佐賀,85,川副,カワソエ,1480
熊本,86,鹿北,カホク,832
熊本,86,南小国,ミナミオグニ,833
熊本,86,岱明,タイメイ,834
熊本,86,菊池,キクチ,835
熊本,86,阿蘇乙姫,アソオトヒメ,1240
熊本,86,熊本,クマモト,47819
熊本,86,益城,マシキ,923
熊本,86,阿蘇山,アソサン,47821
熊本,86,高森,タカモリ,840
熊本,86,宇土,ウト,1580
熊本,86,山都,ヤマト,1613
熊本,86,三角,ミスミ,1081
熊本,86,甲佐,コウサ,842
熊本,86,松島,マツシマ,843
熊本,86,本渡,ホンド,845
熊本,86,八代,ヤツシロ,846
熊本,86,五木,イツキ,1368
熊本,86,田浦,タノウラ,946
熊本,86,山江,ヤマエ,1435
熊本,86,水俣,ミナマタ,924
熊本,86,一勝地,イッショウチ,1581
熊本,86,人吉,ヒトヨシ,47824
熊本,86,上,ウエ,926
熊本,86,多良木,タラギ,925
熊本,86,湯前横谷,ユノマエヨコタニ,1086
熊本,86,牛深,ウシブカ,47838
宮崎,87,高千穂,タカチホ,852
宮崎,87,古江,フルエ,1135
宮崎,87,鞍岡,クラオカ,1348
宮崎,87,日之影,ヒノカゲ,1609
宮崎,87,諸塚,モロツカ,1343
宮崎,87,北方,キタカタ,1432
宮崎,87,延岡,ノベオカ,47822
宮崎,87,日向,ヒュウガ,857
宮崎,87,神門,ミカド,1353
宮崎,87,西米良,ニシメラ,1345
宮崎,87,都農,ツノ,1608
宮崎,87,高鍋,タカナベ,859
宮崎,87,加久藤,カクトウ,860
宮崎,87,西都,サイト,861
宮崎,87,えびの,エビノ,862
宮崎,87,小林,コバヤシ,863
宮崎,87,高原,タカハル,1623
宮崎,87,野尻,ノジリ,864
宮崎,87,国富,クニトミ,865
宮崎,87,宮崎,ミヤザキ,47830
宮崎,87,山田,ヤマダ,1624
宮崎,87,青島,アオシマ,868
宮崎,87,赤江,アカエ,1481
宮崎,87,都城,ミヤコノジョウ,47829
宮崎,87,深瀬,フカセ,1164
宮崎,87,油津,アブラツ,47835
宮崎,87,油津,アブラツ,47835
宮崎,87,串間,クシマ,872
鹿児島,88,阿久根,アクネ,47823
鹿児島,88,出水,イズミ,934
鹿児島,88,大口,オオクチ,875
鹿児島,88,紫尾山,シビサン,877
鹿児島,88,さつま柏原,サツマカシワバル,878
鹿児島,88,中甑,ナカコシキ,879
鹿児島,88,川内,センダイ,880
鹿児島,88,溝辺,ミゾベ,881
鹿児島,88,霧島牧園,キリシママキゾノ,1625
鹿児島,88,八重山,ヤエヤマ,882
鹿児島,88,東市来,ヒガシイチキ,883
鹿児島,88,牧之原,マキノハラ,935
鹿児島,88,鹿児島,カゴシマ,47827
鹿児島,88,輝北,キホク,1146
鹿児島,88,大隅,オオスミ,1149
鹿児島,88,加世田,カセダ,887
鹿児島,88,吉ケ別府,ヨシガベップ,888
鹿児島,88,志布志,シブシ,936
鹿児島,88,喜入,キイレ,890
鹿児島,88,鹿屋,カノヤ,937
鹿児島,88,肝付前田,キモツキマエダ,1181
鹿児島,88,枕崎,マクラザキ,47831
鹿児島,88,指宿,イブスキ,893
鹿児島,88,内之浦,ウチノウラ,895
鹿児島,88,田代,タシロ,1136
鹿児島,88,佐多,サタ,1161
鹿児島,88,種子島,タネガシマ,47837
鹿児島,88,中種子,ナカタネ,897
鹿児島,88,上中,カミナカ,898
鹿児島,88,屋久島,ヤクシマ,47836
鹿児島,88,尾之間,オノアイダ,899
鹿児島,88,中之島,ナカノシマ,1540
鹿児島,88,笠利,カサリ,1520
鹿児島,88,名瀬,ナゼ,47909
鹿児島,88,喜界島,キカイジマ,1296
鹿児島,88,古仁屋,コニヤ,980
鹿児島,88,天城,アマギ,1542
鹿児島,88,伊仙,イセン,1139
鹿児島,88,沖永良部,オキノエラブ,47942
鹿児島,88,与論島,ヨロンジマ,1277
沖縄,91,伊是名,イゼナ,1147
沖縄,91,奥,オク,901
沖縄,91,国頭,クニガミ,1586
沖縄,91,本部,モトブ,1373
沖縄,91,東,ヒガシ,1374
沖縄,91,粟国,アグニ,1515
沖縄,91,名護,ナゴ,47940
沖縄,91,読谷,ヨミタン,906
沖縄,91,北原,キタハラ,1534
沖縄,91,久米島,クメジマ,47929
沖縄,91,胡屋,ゴヤ,907
沖縄,91,宮城島,ミヤギジマ,1596
沖縄,91,渡嘉敷,トカシキ,1152
沖縄,91,那覇,ナハ,47936
沖縄,91,慶良間,ケラマ,1516
沖縄,91,安次嶺,アシミネ,1482
沖縄,91,糸数,イトカズ,909
沖縄,91,北大東,キタダイトウ,1517
沖縄,91,南大東,ミナミダイトウ,47945
沖縄,91,旧東,キュウトウ,1518
沖縄,91,下地,シモジ,1490
沖縄,91,宮古島,ミヤコジマ,47927
沖縄,91,鏡原,カガミハラ,1483
沖縄,91,城辺,グスクベ,1248
沖縄,91,仲筋,ナカスジ,1491
沖縄,91,伊原間,イバルマ,1145
沖縄,91,所野,トコロノ,1493
沖縄,91,与那国島,ヨナグニジマ,47912
沖縄,91,川平,カビラ,1250
沖縄,91,西表島,イリオモテジマ,47917
沖縄,91,石垣島,イシガキジマ,47918
沖縄,91,真栄里,マエザト,1484
沖縄,91,大原,オオハラ,1251
沖縄,91,波照間,ハテルマ,1354
沖縄,91,志多阿原,シタアバル,1494
